OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
2303,Rogers,city,MN,27,2755186,13295,6,506.5,26.25,,-93.57811716,45.18654414
2304,Victoria,city,MN,27,2767036,10546,6,986.5,10.69,,-93.65903623,44.86338931
2305,D'Iberville,city,MS,28,2819180,12721,6,1172.4,10.85,,-88.9043965,30.44470138
2306,Flowood,city,MS,28,2825100,10202,6,349.4,29.2,,-90.12562475,32.3181825
2307,Crestwood,city,MO,29,2917218,12404,6,3455.2,3.59,,-90.37826833,38.55691194
2308,Creve Coeur,city,MO,29,2917272,18834,6,1833.9,10.27,,-90.44301097,38.6621244
2309,Dardenne Prairie,city,MO,29,2918253,12743,6,2399.8,5.31,,-90.72365675,38.7664125
2310,Eureka,city,MO,29,2922834,11646,6,1033.4,11.27,,-90.64912736,38.50134202
2311,Excelsior Springs,city,MO,29,2923086,10553,6,970.8,10.87,,-94.23755117,39.33946991
2312,Farmington,city,MO,29,2923752,18217,6,1907.5,9.55,,-90.42887493,37.78209469
2313,Ferguson,city,MO,29,2923986,18527,6,2997.9,6.18,,-90.304086,38.74616375
2314,Festus,city,MO,29,2924094,12706,6,2153.6,5.9,,-90.40970129,38.21955039
2315,Florissant,city,MO,29,2924778,52533,7,4085,12.86,,-90.32688416,38.79958052
2316,Fort Leonard Wood,Census Designated Place,MO,29,2925264,15959,6,691.8,23.07,,-92.11373928,37.76985014
2317,Fulton,city,MO,29,2926182,12600,6,1011.2,12.46,,-91.95115462,38.85449155
2318,Gladstone,city,MO,29,2927190,27063,6,3349.4,8.08,,-94.5764888,39.224516
2319,Grain Valley,city,MO,29,2928090,15627,6,2532.7,6.17,,-94.20875311,39.01668436
2320,Grandview,city,MO,29,2928324,26209,6,1773.3,14.78,,-94.52268773,38.88017751
2321,Hannibal,city,MO,29,2930214,17108,6,1039.4,16.46,,-91.39381288,39.70986359
2322,Harrisonville,city,MO,29,2930610,10121,6,1010.1,10.02,,-94.34670055,38.65281946
2323,Hazelwood,city,MO,29,2931276,25458,6,1519,16.76,,-90.35667433,38.78535368
2324,Independence,city,MO,29,2935000,123011,8,1568.2,78.44,,-94.41474736,39.09136658
2325,Jackson,city,MO,29,2935648,15481,6,1438.8,10.76,,-89.65052684,37.37810729
2326,Jefferson City,city,MO,29,2937000,43228,6,1148.2,37.65,State,-92.17566409,38.56774387
2327,Jennings,city,MO,29,2937178,12895,6,3457.1,3.73,,-90.2525925,38.72728016
2328,Joplin,city,MO,29,2937592,51762,7,1354.7,38.21,,-94.50146922,37.07600204
2329,Kansas City,city,MO,29,2938000,508090,10,1593.8,318.79,,-94.5880927,39.10253982
2330,Kennett,city,MO,29,2938306,10515,6,1500,7.01,,-90.04806332,36.24036512
2331,Kirksville,city,MO,29,2939026,17530,6,1215.7,14.42,,-92.57526004,40.19856323
2332,Kirkwood,city,MO,29,2939044,29461,6,3195.3,9.22,,-90.42025935,38.57888509
2333,Lake St. Louis,city,MO,29,2940043,16707,6,1786.8,9.35,,-90.7870695,38.78451489
2334,Lebanon,city,MO,29,2941168,15013,6,1019.9,14.72,,-92.66032905,37.67175135
2335,Lee's Summit,city,MO,29,2941348,101108,8,1534,65.91,,-94.3814762,38.91718293
2336,Lemay,Census Designated Place,MO,29,2941438,17117,6,3971.5,4.31,,-90.34419651,38.4932249
2337,Liberty,city,MO,29,2942032,30167,6,1041.7,28.96,,-94.4194287,39.23913748
2338,Manchester,city,MO,29,2945668,18333,6,3644.7,5.03,,-90.50643303,38.58316584
2339,Marshall,city,MO,29,2946316,13806,6,1353.5,10.2,,-93.20124307,39.11457542
2340,Maryland Heights,city,MO,29,2946586,28284,6,1208.7,23.4,,-90.43694952,38.71792444
2341,Maryville,city,MO,29,2946640,10633,6,1658.8,6.41,,-94.86998904,40.34266255
2342,Mehlville,Census Designated Place,MO,29,2947180,28955,6,3794.9,7.63,,-90.3248002,38.50570327
2343,Mexico,city,MO,29,2947648,11469,6,917.5,12.5,,-91.87015115,39.15805042
2344,Moberly,city,MO,29,2949034,13783,6,1043.4,13.21,,-92.42503425,39.42088909
2345,Neosho,city,MO,29,2951572,12590,6,798.4,15.77,,-94.36450669,36.86766153
2346,Nixa,city,MO,29,2952616,23257,6,2552.9,9.11,,-93.29704771,37.04531656
2347,Oakville,Census Designated Place,MO,29,2953876,36301,6,2054.4,17.67,,-90.31990389,38.44784465
2348,O'Fallon,city,MO,29,2954074,91316,7,3066.4,29.78,,-90.69865902,38.80954171
2349,Old Jamestown,Census Designated Place,MO,29,2954352,19790,6,1324.6,14.94,,-90.28465765,38.83940274
2350,Overland,city,MO,29,2955550,15955,6,3617.9,4.41,,-90.36894306,38.69668495
2351,Ozark,city,MO,29,2955766,21284,6,1830.1,11.63,,-93.2353905,37.02416552
2352,Poplar Bluff,city,MO,29,2959096,16225,6,1228.2,13.21,,-90.41393412,36.76360264
2353,Raymore,city,MO,29,2960752,22941,6,1299.8,17.65,,-94.45818695,38.80287482
2354,Raytown,city,MO,29,2960788,30012,6,3010.2,9.97,,-94.46408345,38.99438291
2355,Republic,city,MO,29,2961238,18750,6,1204.2,15.57,,-93.475774,37.12070238
2356,Rolla,city,MO,29,2962912,19943,6,1641.4,12.15,,-91.76059237,37.94624115
2357,St. Ann,city,MO,29,2963956,13019,6,4119.9,3.16,,-90.38712049,38.72661883
2358,St. Charles,city,MO,29,2964082,70493,7,2785.2,25.31,,-90.51706437,38.7958241
2359,St. Joseph,city,MO,29,2964550,72473,7,1617,44.82,,-94.82092036,39.75981261
2360,St. Louis,city,MO,29,2965000,301578,9,4555.6,66.2,,-90.24517611,38.63577107
2361,St. Peters,city,MO,29,2965126,57732,7,2570.4,22.46,,-90.60663804,38.78275868
2362,Sedalia,city,MO,29,2966440,21725,6,1524.6,14.25,,-93.23522122,38.70429468
2363,Sikeston,city,MO,29,2967790,16291,6,941.7,17.3,,-89.5813175,36.87473982
2364,Spanish Lake,Census Designated Place,MO,29,2969266,18413,6,2461.6,7.48,,-90.210113,38.78561106
2365,Springfield,city,MO,29,2970000,169176,8,2038,83.01,,-93.29208995,37.19443842
2366,Town and Country,city,MO,29,2973618,11640,6,1009.5,11.53,,-90.47888083,38.63159671
2367,Troy,city,MO,29,2973942,12686,6,1628.5,7.79,,-90.97193463,38.97082384
2368,Union,city,MO,29,2974626,12348,6,1370.5,9.01,,-91.00929225,38.44853491
2369,University City,city,MO,29,2975220,35065,6,5963.4,5.88,,-90.33153904,38.66566405
2370,Warrensburg,city,MO,29,2977092,19337,6,2041.9,9.47,,-93.72841995,38.76174358
2371,Washington,city,MO,29,2977416,14500,6,1451.5,9.99,,-91.01514588,38.55170583
2372,Webb City,city,MO,29,2978118,13031,6,1508.2,8.64,,-94.46742917,37.14145349
2373,Webster Groves,city,MO,29,2978154,24010,6,4048.9,5.93,,-90.35437648,38.58660757
2374,Wentzville,city,MO,29,2978442,44372,6,2202.1,20.15,,-90.86852838,38.81792137
2375,West Plains,city,MO,29,2978928,12184,6,914.7,13.32,,-91.86829181,36.73770403
2376,Wildwood,city,MO,29,2979820,35417,6,529.8,66.85,,-90.6370251,38.57412176
2377,Billings,city,MT,30,3006550,117116,8,2609,44.89,,-108.5107427,45.78206474
2378,Bozeman,city,MT,30,3008950,53293,7,2580.8,20.65,,-111.0181268,45.67468485
2379,Butte-Silver Bow (balance),unknown,MT,30,3011397,34494,6,48.2,716.34,,-112.6567152,45.90235351
2380,Great Falls,city,MT,30,3032800,60442,7,2574.2,23.48,,-111.2987929,47.50155015
2381,Helena,city,MT,30,3035600,32091,6,1903.4,16.86,State,-112.0191262,46.59615576
2382,Kalispell,city,MT,30,3040075,24558,6,1963.1,12.51,,-114.3208674,48.20388761
2383,Missoula,city,MT,30,3050200,73489,7,2118.4,34.69,,-114.0082125,46.85990202
2384,Beatrice,city,NE,31,3103390,12261,6,1282.5,9.56,,-96.74779822,40.27464812
2385,Bellevue,city,NE,31,3103950,64176,7,3004.5,21.36,,-95.91898936,41.13960102
2386,Chalco,Census Designated Place,NE,31,3108640,11064,6,3923.4,2.82,,-96.13535416,41.18164786
2387,Columbus,city,NE,31,3110110,24028,6,2268.9,10.59,,-97.35542628,41.43568587
2388,Fremont,city,NE,31,3117670,27141,6,2527.1,10.74,,-96.48890682,41.44164729
2389,Grand Island,city,NE,31,3119595,53131,7,1756.4,30.25,,-98.35842727,40.91855842
2390,Hastings,city,NE,31,3121415,25152,6,1669,15.07,,-98.39142754,40.59584086
2391,Kearney,city,NE,31,3125055,33790,6,2281.6,14.81,,-99.08450607,40.70079992
2392,La Vista,city,NE,31,3126385,16746,6,3095.4,5.41,,-96.03692875,41.18350866
2393,Lexington,city,NE,31,3126910,10348,6,2294.5,4.51,,-99.7461982,40.77798736
2394,Lincoln,city,NE,31,3128000,291082,9,2938.7,99.05,State,-96.68005548,40.81031354
2395,Norfolk,city,NE,31,3134615,24955,6,2084.8,11.97,,-97.4209138,42.03485196
2396,North Platte,city,NE,31,3135000,23390,6,1706.1,13.71,,-100.7873285,41.13735297
2397,Omaha,city,NE,31,3137000,486051,9,3347.9,145.18,,-95.96947068,41.26494759
2398,Papillion,city,NE,31,3138295,24159,6,2045.6,11.81,,-96.04566011,41.15281884
2399,Scottsbluff,city,NE,31,3144245,14436,6,2161.1,6.68,,-103.661562,41.86736464
2400,South Sioux City,city,NE,31,3146030,14043,6,2089.7,6.72,,-96.41481539,42.46367295
2401,Boulder City,city,NV,32,3206500,14885,6,71.5,208.3,,-114.8309954,35.97918486
2402,Carson City,city,NV,32,3209700,58639,7,373.2,157.12,State,-119.7625254,39.16270392
2403,Elko,city,NV,32,3222500,20564,6,1152,17.85,,-115.7669825,40.83234021
2404,Enterprise,Census Designated Place,NV,32,3223770,221831,8,3361.1,66,,-115.2154142,36.01823341
2405,Fernley,city,NV,32,3224900,22895,6,178.8,128.04,,-119.2423628,39.59868858
2406,Gardnerville Ranchos,Census Designated Place,NV,32,3226500,11318,6,1096.7,10.32,,-119.7424635,38.88724322
2407,Henderson,city,NV,32,3231900,317610,9,2976.1,106.72,,-114.9824715,36.03268854
2408,Las Vegas,city,NV,32,3240000,641903,10,4524.3,141.88,,-115.135146,36.17647644
2409,Mesquite,city,NV,32,3246000,20471,6,635.2,32.23,,-114.068813,36.80461217
2410,North Las Vegas,city,NV,32,3251800,262527,9,2590.8,101.33,,-115.1333395,36.22308109
2411,Pahrump,Census Designated Place,NV,32,3253800,44738,6,136,328.94,,-115.9970224,36.21725909
2412,Paradise,Census Designated Place,NV,32,3254600,191238,8,4510.3,42.4,,-115.1368987,36.08072172
2413,Reno,city,NV,32,3260600,264165,9,2366.9,111.61,,-119.829307,39.53357004
2414,Spanish Springs,Census Designated Place,NV,32,3268350,17314,6,309.8,55.88,,-119.7066562,39.64738646
2415,Sparks,city,NV,32,3268400,108445,8,2967,36.55,,-119.7482948,39.540604
2416,Spring Creek,Census Designated Place,NV,32,3268550,14967,6,278.6,53.73,,-115.6577663,40.77315289
2417,Spring Valley,Census Designated Place,NV,32,3268585,215597,8,6071.4,35.51,,-115.2618987,36.09873151
2418,Summerlin South,Census Designated Place,NV,32,3270900,30744,6,3176,9.68,,-115.3324663,36.12439105
2419,Sunrise Manor,Census Designated Place,NV,32,3271400,205618,8,6099.6,33.71,,-115.0489574,36.17850437
2420,Sun Valley,Census Designated Place,NV,32,3271600,21178,6,1447.6,14.63,,-119.7764623,39.61046378
2421,Whitney,Census Designated Place,NV,32,3283800,49061,6,7204.3,6.81,,-115.038012,36.1004672
2422,Winchester,Census Designated Place,NV,32,3284600,36403,6,7339.3,4.96,,-115.1300284,36.1367191
2423,Berlin,city,NH,33,3305140,9425,5,151.5,62.2,,-71.17459232,44.47324194
2424,Claremont,city,NH,33,3312900,12949,6,294,44.05,,-72.33682102,43.37898205
2425,Concord,city,NH,33,3314200,43976,6,654.5,67.19,State,-71.53568076,43.20260145
2426,Derry,Census Designated Place,NH,33,3317860,22879,6,1406.2,16.27,,-71.32432004,42.87851329
2427,Dover,city,NH,33,3318820,32741,6,1214.4,26.96,,-70.88805673,43.19159224
2428,Durham,Census Designated Place,NH,33,3319620,11147,6,3630.9,3.07,,-70.92288867,43.14133521
2429,Keene,city,NH,33,3339300,23047,6,617.1,37.35,,-72.29977104,42.94957071
2430,Laconia,city,NH,33,3340180,16871,6,646.9,26.08,,-71.46783607,43.52710045
2431,Lebanon,city,NH,33,3341300,14282,6,346.1,41.27,,-72.25307084,43.63531698
2432,Londonderry,Census Designated Place,NH,33,3343140,11645,6,951.4,12.24,,-71.3694425,42.82451637
2433,Manchester,city,NH,33,3345140,115644,8,3309.8,34.94,,-71.44453264,42.9844448
2434,Nashua,city,NH,33,3350260,91322,7,2878.1,31.73,,-71.49095098,42.74915103
2435,Portsmouth,city,NH,33,3362900,21956,6,1398.5,15.7,,-70.78498154,43.05707039
2436,Rochester,city,NH,33,3365140,32492,6,715.1,45.44,,-70.97909299,43.29908475
2437,Somersworth,city,NH,33,3369940,11855,6,1185.5,10,,-70.88546939,43.25336664
2438,Asbury Park,city,NJ,34,3401960,15188,6,9992.1,1.52,,-74.01196357,40.22255075
2439,Atlantic City,city,NJ,34,3402080,38497,6,3571.2,10.78,,-74.43439021,39.36466998
2440,Avenel,Census Designated Place,NJ,34,3402350,16920,6,4961.9,3.41,,-74.27220036,40.58391459
2441,Bayonne,city,NJ,34,3403580,71686,7,12317.2,5.82,,-74.10632262,40.65994454
2442,Beachwood,borough,NJ,34,3404180,10859,6,3934.4,2.76,,-74.20214065,39.92817588
2443,Bellmawr,borough,NJ,34,3404750,11707,6,3764.3,3.11,,-75.09421075,39.8664931
2444,Bergenfield,borough,NJ,34,3405170,28321,6,9732.3,2.91,,-73.99813606,40.92336326
2445,Bound Brook,borough,NJ,34,3406790,11988,6,7093.5,1.69,,-74.5410545,40.5637741
2446,Bradley Gardens,Census Designated Place,NJ,34,3407000,14077,6,3040.4,4.63,,-74.66789548,40.57112875
2447,Bridgeton,city,NJ,34,3407600,27263,6,4200.8,6.49,,-75.22836763,39.42843396
2448,Browns Mills,Census Designated Place,NJ,34,3408455,10734,6,1910,5.62,,-74.56896013,39.9736413
2449,Camden,city,NJ,34,3410000,71791,7,7837.4,9.16,,-75.11191285,39.92853228
2450,Carteret,borough,NJ,34,3410750,25326,6,5742.9,4.41,,-74.22867155,40.58452729
2451,Cherry Hill Mall,Census Designated Place,NJ,34,3412385,14805,6,4056.2,3.65,,-75.01155404,39.93835079
2452,Cliffside Park,borough,NJ,34,3413570,25693,6,26763.5,0.96,,-73.987191,40.82394714
2453,Clifton,city,NJ,34,3413690,90296,7,7920.7,11.4,,-74.15755825,40.86317618
2454,Collingswood,borough,NJ,34,3414260,14186,6,7312.4,1.94,,-75.076277,39.91718124
2455,Colonia,Census Designated Place,NJ,34,3414380,18609,6,4617.6,4.03,,-74.31512053,40.59290178
2456,Dover,town,NJ,34,3418070,18460,6,6761.9,2.73,,-74.55968272,40.88587938
2457,Dumont,borough,NJ,34,3418400,17863,6,9160.5,1.95,,-73.99247203,40.94500569
2458,East Orange,city,NJ,34,3419390,69612,7,17713,3.93,,-74.21177033,40.765057
2459,Eatontown,borough,NJ,34,3419840,13597,6,2308.5,5.89,,-74.05581389,40.29127657
2460,Echelon,Census Designated Place,NJ,34,3419900,11896,6,4188.7,2.84,,-74.9957418,39.84826608
2461,Edgewater,borough,NJ,34,3420020,14336,6,14628.6,0.98,,-73.97883219,40.82214057
2462,Elizabeth,city,NJ,34,3421000,137298,8,11081.4,12.39,,-74.19382835,40.66652109
2463,Elmwood Park,borough,NJ,34,3421300,21422,6,7875.7,2.72,,-74.12011097,40.90476563
2464,Englewood,city,NJ,34,3421480,29308,6,5932.8,4.94,,-73.97344087,40.89172076
2465,Fair Lawn,borough,NJ,34,3422470,34927,6,6691,5.22,,-74.11772178,40.93575757
2466,Fairview,borough,NJ,34,3422560,15025,6,17886.9,0.84,,-74.00227474,40.81813768
2467,Florham Park,borough,NJ,34,3423910,12585,6,1684.7,7.47,,-74.39533443,40.77727751
2468,Fords,Census Designated Place,NJ,34,3424030,12941,6,6847.1,1.89,,-74.32046125,40.54693291
2469,Fort Lee,borough,NJ,34,3424420,40191,6,15948.8,2.52,,-73.97346569,40.85016592
2470,Franklin Lakes,borough,NJ,34,3424990,11079,6,1121.4,9.88,,-74.20818669,41.00849596
2471,Franklin Park,Census Designated Place,NJ,34,3425020,13430,6,5145.6,2.61,,-74.52825625,40.44974126
2472,Freehold,borough,NJ,34,3425200,12538,6,6496.4,1.93,,-74.27536796,40.25942823
2473,Garfield,city,NJ,34,3425770,32655,6,14911,2.19,,-74.10834621,40.87912003
2474,Glassboro,borough,NJ,34,3426340,23149,6,2473.2,9.36,,-75.111523,39.7109766
2475,Glen Rock,borough,NJ,34,3426640,12133,6,4460.7,2.72,,-74.12485536,40.95997439
2476,Gloucester City,city,NJ,34,3426820,11484,6,4745.5,2.42,,-75.1153101,39.89200747
2477,Greentree,Census Designated Place,NJ,34,3427995,12012,6,2577.7,4.66,,-74.96143152,39.89901692
2478,Guttenberg,town,NJ,34,3428650,12017,6,63247.4,0.19,,-74.00692453,40.79375257
2479,Hackensack,city,NJ,34,3428680,46030,6,10959.5,4.2,,-74.04658055,40.88918713
2480,Haddonfield,borough,NJ,34,3428770,12550,6,4419,2.84,,-75.03440647,39.89534191
2481,Hamilton Square,Census Designated Place,NJ,34,3429370,12679,6,2921.4,4.34,,-74.65253859,40.22491644
2482,Hammonton,town,NJ,34,3429430,14711,6,356,41.32,,-74.80165544,39.63589977
2483,Harrison,town,NJ,34,3430210,19450,6,16074.4,1.21,,-74.15305402,40.74346623
2484,Hasbrouck Heights,borough,NJ,34,3430420,12125,6,7924.8,1.53,,-74.07413242,40.86196629
2485,Hawthorne,borough,NJ,34,3430570,19637,6,5861.8,3.35,,-74.156318,40.95641678
2486,Highland Park,borough,NJ,34,3431470,15072,6,8236.1,1.83,,-74.42892778,40.49811254
2487,Hillsdale,borough,NJ,34,3431920,10143,6,3450,2.94,,-74.04410105,41.00737772
2488,Hoboken,city,NJ,34,3432250,60419,7,48725,1.24,,-74.03191747,40.74546626
2489,Holiday City-Berkeley,Census Designated Place,NJ,34,3432415,12943,6,2146.4,6.03,,-74.278017,39.96379776
2490,Hopatcong,borough,NJ,34,3432910,14362,6,1162.9,12.35,,-74.65925625,40.95408334
2491,Iselin,Census Designated Place,NJ,34,3434470,20088,6,6377.1,3.15,,-74.31711193,40.57011925
2492,Jersey City,city,NJ,34,3436000,292449,9,19746.7,14.81,,-74.06892554,40.71885416
2493,Kearny,town,NJ,34,3436510,41999,6,4570.1,9.19,,-74.12180814,40.75468336
2494,Kinnelon,borough,NJ,34,3437110,9966,5,518,19.24,,-74.38630711,40.98470623
2495,Lakewood,Census Designated Place,NJ,34,3438580,69398,7,9480.6,7.32,,-74.17186312,40.0837802
2496,Lincoln Park,borough,NJ,34,3440290,10915,6,1579.6,6.91,,-74.30348407,40.92390523
2497,Linden,city,NJ,34,3440350,43738,6,4072.4,10.74,,-74.2459445,40.62415683
2498,Lindenwold,borough,NJ,34,3440440,21641,6,5492.6,3.94,,-74.98950779,39.81721991
2499,Little Ferry,borough,NJ,34,3440680,10987,6,7088.4,1.55,,-74.03929845,40.84663734
2500,Lodi,borough,NJ,34,3441100,26206,6,11443.7,2.29,,-74.08144594,40.87837007
2501,Long Branch,city,NJ,34,3441310,31667,6,6125.1,5.17,,-73.99149593,40.29566581
2502,Madison,borough,NJ,34,3442510,16937,6,3911.5,4.33,,-74.41696633,40.75859397
2503,Manville,borough,NJ,34,3443620,10953,6,4470.6,2.45,,-74.58918217,40.54205452
2504,Marlton,Census Designated Place,NJ,34,3444100,10594,6,3200.6,3.31,,-74.92957565,39.90152152
2505,Martinsville,Census Designated Place,NJ,34,3444430,12147,6,993.2,12.23,,-74.57547672,40.60345673
2506,Mercerville,Census Designated Place,NJ,34,3445480,13447,6,3614.8,3.72,,-74.69168862,40.23605862
2507,Metuchen,borough,NJ,34,3445690,15049,6,5280.4,2.85,,-74.3627712,40.54215188
2508,Middlesex,borough,NJ,34,3445900,14636,6,4169.8,3.51,,-74.50106649,40.57441
2509,Millville,city,NJ,34,3446680,27491,6,617.8,44.5,,-75.05612694,39.39026779
2510,Moorestown-Lenola,Census Designated Place,NJ,34,3447895,14240,6,2002.8,7.11,,-74.96433069,39.96584808
2511,Morristown,town,NJ,34,3448300,20180,6,6704.3,3.01,,-74.47719917,40.79666165
2512,Newark,city,NJ,34,3451000,311549,9,12847.4,24.25,,-74.1847605,40.73135309
2513,New Brunswick,city,NJ,34,3451210,55266,7,10526.9,5.25,,-74.44678931,40.48627436
2514,New Milford,borough,NJ,34,3451660,16923,6,7294.4,2.32,,-74.01935972,40.93385347
2515,New Providence,borough,NJ,34,3451810,13650,6,3679.2,3.71,,-74.40366549,40.69965387
2516,North Arlington,borough,NJ,34,3452320,16457,6,6609.2,2.49,,-74.12662834,40.78705976
2517,North Plainfield,borough,NJ,34,3453280,22808,6,8087.9,2.82,,-74.43846477,40.62102008
2518,Oakland,borough,NJ,34,3453850,12748,6,1453.6,8.77,,-74.24296453,41.02383706
2519,Ocean Acres,Census Designated Place,NJ,34,3454315,18185,6,3051.2,5.96,,-74.28040059,39.74298238
2520,Ocean City,city,NJ,34,3454360,11229,6,1606.4,6.99,,-74.57621452,39.27733198
2521,Old Bridge,Census Designated Place,NJ,34,3454690,27210,6,3371.7,8.07,,-74.33809312,40.35626432
2522,Palisades Park,borough,NJ,34,3455770,20292,6,16364.5,1.24,,-73.99628951,40.84698723
2523,Paramus,borough,NJ,34,3455950,26698,6,2540.2,10.51,,-74.0711862,40.94556871
2524,Passaic,city,NJ,34,3456550,70537,7,22042.8,3.2,,-74.12815245,40.85759783
2525,Paterson,city,NJ,34,3457000,159732,8,18338.9,8.71,,-74.16241818,40.91468909
2526,Pennsville,Census Designated Place,NJ,34,3457840,12043,6,1114.1,10.81,,-75.50824581,39.65040174
2527,Perth Amboy,city,NJ,34,3458200,55436,7,11870.7,4.67,,-74.27224466,40.52210702
2528,Phillipsburg,town,NJ,34,3458350,15249,6,4606.9,3.31,,-75.18211701,40.68937215
2529,Pine Hill,borough,NJ,34,3458770,10743,6,2719.7,3.95,,-75.00472325,39.79260312
2530,Plainfield,city,NJ,34,3459190,54586,7,9143.4,5.97,,-74.41587694,40.61527941
2531,Pleasantville,city,NJ,34,3459640,20629,6,3593.9,5.74,,-74.534309,39.39090262
2532,Point Pleasant,borough,NJ,34,3459880,18941,6,5427.2,3.49,,-74.07509339,40.07614045
2533,Pompton Lakes,borough,NJ,34,3460090,11127,6,3521.2,3.16,,-74.28564759,41.00267501
2534,Princeton,unknown,NJ,34,3460900,30681,6,1666.5,18.41,,-74.6693845,40.3562661
2535,Princeton Meadows,Census Designated Place,NJ,34,3460975,14776,6,5705,2.59,,-74.56269761,40.33328098
2536,Rahway,city,NJ,34,3461530,29556,6,7426.1,3.98,,-74.293523,40.60040975
2537,Ramsey,borough,NJ,34,3461680,14798,6,2656.7,5.57,,-74.14566642,41.05946982
2538,Red Bank,borough,NJ,34,3462430,12936,6,7308.5,1.77,,-74.06725189,40.34646176
2539,Ridgefield,borough,NJ,34,3462910,11501,6,4475.1,2.57,,-74.01335873,40.83121437
2540,Ridgefield Park,village,NJ,34,3462940,13224,6,7733.3,1.71,,-74.02024924,40.85472142
2541,Ridgewood,village,NJ,34,3463000,25979,6,4479.1,5.8,,-74.11264966,40.98212586
2542,Ringwood,borough,NJ,34,3463150,11735,6,411.9,28.49,,-74.27536894,41.10631805
2543,River Edge,borough,NJ,34,3463360,12049,6,6409,1.88,,-74.03886193,40.92682943
2544,Robertsville,Census Designated Place,NJ,34,3463900,11399,6,1928.8,5.91,,-74.29394883,40.33952779
2545,Roselle,borough,NJ,34,3464620,22695,6,8564.2,2.65,,-74.25992573,40.65270609
2546,Roselle Park,borough,NJ,34,3464650,13967,6,11448.4,1.22,,-74.26671235,40.66526017
2547,Rutherford,borough,NJ,34,3465280,18834,6,6750.5,2.79,,-74.10591007,40.82067703
2548,Sayreville,borough,NJ,34,3465790,45345,6,2787,16.27,,-74.35860089,40.46710096
2549,Secaucus,town,NJ,34,3466570,22181,6,3772.3,5.88,,-74.06501667,40.78091196
2550,Short Hills,Census Designated Place,NJ,34,3467320,14422,6,2736.6,5.27,,-74.32770993,40.73891963
2551,Somerset,Census Designated Place,NJ,34,3468370,22968,6,3555.4,6.46,,-74.50098565,40.50824345
2552,Somers Point,city,NJ,34,3468430,10469,6,2604.2,4.02,,-74.60471933,39.32022839
2553,Somerville,borough,NJ,34,3468460,12346,6,5209.3,2.37,,-74.6092746,40.56961952
2554,South Plainfield,borough,NJ,34,3469390,24338,6,2921.7,8.33,,-74.41511383,40.57465391
2555,South River,borough,NJ,34,3469420,16118,6,5655.4,2.85,,-74.37820467,40.44508724
2556,Springdale,Census Designated Place,NJ,34,3469900,14811,6,2768.4,5.35,,-74.97227973,39.87687827
2557,Summit,city,NJ,34,3471430,22719,6,3761.4,6.04,,-74.36483884,40.71543069
2558,Tenafly,borough,NJ,34,3472420,15409,6,3342.5,4.61,,-73.95651131,40.9189035
2559,Tinton Falls,borough,NJ,34,3473020,19181,6,1229.6,15.6,,-74.09486398,40.27059532
2560,Toms River,Census Designated Place,NJ,34,3473110,92830,7,2365.1,39.25,,-74.19265028,39.95396753
2561,Totowa,borough,NJ,34,3473140,11065,6,2712,4.08,,-74.22156834,40.90390641
2562,Trenton,city,NJ,34,3474000,90871,7,11081.8,8.2,State,-74.76399433,40.22372835
2563,Union City,city,NJ,34,3474630,68589,7,53169.8,1.29,,-74.03806525,40.76048656
2564,Upper Montclair,Census Designated Place,NJ,34,3475020,13146,6,5523.5,2.38,,-74.20175596,40.8426837
2565,Ventnor City,city,NJ,34,3475620,9210,5,4699,1.96,,-74.48297899,39.33811791
2566,Vineland,city,NJ,34,3476070,60780,7,881,68.99,,-75.02608394,39.48451645
2567,Wallington,borough,NJ,34,3476490,11868,6,11522.3,1.03,,-74.1081855,40.85049869
2568,Wanaque,borough,NJ,34,3476730,11317,6,1213,9.33,,-74.287482,41.04037884
2569,Westfield,town,NJ,34,3479040,31032,6,4604.2,6.74,,-74.3462755,40.64889795
2570,West Freehold,Census Designated Place,NJ,34,3479100,13596,6,2292.7,5.93,,-74.29429872,40.23235902
2571,West New York,town,NJ,34,3479610,52912,7,53446.5,0.99,,-74.01208241,40.78691258
2572,Westwood,borough,NJ,34,3480270,11282,6,4905.2,2.3,,-74.03078752,40.98785706
2573,Williamstown,Census Designated Place,NJ,34,3481380,15082,6,2032.6,7.42,,-74.97861906,39.68736006
2574,Woodbridge,Census Designated Place,NJ,34,3481950,19839,6,4294.2,4.62,,-74.28539469,40.5550499
2575,Woodland Park,borough,NJ,34,3482423,13484,6,4377.9,3.08,,-74.19468025,40.89039055
2576,Alamogordo,city,NM,35,3501780,30898,6,1443.8,21.4,,-105.9424828,32.89898125
2577,Albuquerque,city,NM,35,3502000,564559,10,2987.9,188.95,,-106.6494323,35.09326132
2578,Artesia,city,NM,35,3505220,12875,6,1133.4,11.36,,-104.4024091,32.83831203
2579,Carlsbad,city,NM,35,3512150,32238,6,1014.1,31.79,,-104.2384827,32.40640592
2580,Chaparral,Census Designated Place,NM,35,3514250,16551,6,280.2,59.06,,-106.4058879,32.04423421
2581,Clovis,city,NM,35,3516420,38567,6,1621.1,23.79,,-103.198594,34.40762613
2582,Deming,city,NM,35,3520270,14758,6,883.2,16.71,,-107.756568,32.26846791
2583,Española,city,NM,35,3525170,10526,6,1262.1,8.34,,-106.0672261,36.00399612
