statecode,countycode,v176_rawvalue,v176_capitol_name
48,403,NA,NA
48,405,NA,NA
48,407,NA,NA
48,409,NA,NA
48,411,NA,NA
48,413,NA,NA
48,415,NA,NA
48,417,NA,NA
48,419,NA,NA
48,421,NA,NA
48,423,NA,NA
48,425,NA,NA
48,427,NA,NA
48,429,NA,NA
48,431,NA,NA
48,433,NA,NA
48,435,NA,NA
48,437,NA,NA
48,439,NA,NA
48,441,NA,NA
48,443,NA,NA
48,445,NA,NA
48,447,NA,NA
48,449,NA,NA
48,451,NA,NA
48,453,1,Austin
48,455,NA,NA
48,457,NA,NA
48,459,NA,NA
48,461,NA,NA
48,463,NA,NA
48,465,NA,NA
48,467,NA,NA
48,469,NA,NA
48,471,NA,NA
48,473,NA,NA
48,475,NA,NA
48,477,NA,NA
48,479,NA,NA
48,481,NA,NA
48,483,NA,NA
48,485,NA,NA
48,487,NA,NA
48,489,NA,NA
48,491,1,Austin
48,493,NA,NA
48,495,NA,NA
48,497,NA,NA
48,499,NA,NA
48,501,NA,NA
48,503,NA,NA
48,505,NA,NA
48,507,NA,NA
49,000,NA,NA
49,001,NA,NA
49,003,NA,NA
49,005,NA,NA
49,007,NA,NA
49,009,NA,NA
49,011,NA,NA
49,013,NA,NA
49,015,NA,NA
49,017,NA,NA
49,019,NA,NA
49,021,NA,NA
49,023,NA,NA
49,025,NA,NA
49,027,NA,NA
49,029,NA,NA
49,031,NA,NA
49,033,NA,NA
49,035,1,Salt Lake City
49,037,NA,NA
49,039,NA,NA
49,041,NA,NA
49,043,NA,NA
49,045,NA,NA
49,047,NA,NA
49,049,NA,NA
49,051,NA,NA
49,053,NA,NA
49,055,NA,NA
49,057,NA,NA
50,000,NA,NA
50,001,NA,NA
50,003,NA,NA
50,005,NA,NA
50,007,NA,NA
50,009,NA,NA
50,011,NA,NA
50,013,NA,NA
50,015,NA,NA
50,017,NA,NA
50,019,NA,NA
50,021,NA,NA
50,023,1,Montpelier
50,025,NA,NA
50,027,NA,NA
51,000,NA,NA
51,001,NA,NA
51,003,NA,NA
51,005,NA,NA
51,007,NA,NA
51,009,NA,NA
51,011,NA,NA
51,013,NA,NA
51,015,NA,NA
51,017,NA,NA
51,019,NA,NA
51,021,NA,NA
51,023,NA,NA
51,025,NA,NA
51,027,NA,NA
51,029,NA,NA
51,031,NA,NA
51,033,NA,NA
51,035,NA,NA
51,036,NA,NA
51,037,NA,NA
51,041,NA,NA
51,043,NA,NA
51,045,NA,NA
51,047,NA,NA
51,049,NA,NA
51,051,NA,NA
51,053,NA,NA
51,057,NA,NA
51,059,NA,NA
51,061,NA,NA
51,063,NA,NA
51,065,NA,NA
51,067,NA,NA
51,069,NA,NA
51,071,NA,NA
51,073,NA,NA
51,075,NA,NA
51,077,NA,NA
51,079,NA,NA
51,081,NA,NA
51,083,NA,NA
51,085,NA,NA
51,087,NA,NA
51,089,NA,NA
51,091,NA,NA
51,093,NA,NA
51,095,NA,NA
51,097,NA,NA
51,099,NA,NA
51,101,NA,NA
51,103,NA,NA
51,105,NA,NA
51,107,NA,NA
51,109,NA,NA
51,111,NA,NA
51,113,NA,NA
51,115,NA,NA
51,117,NA,NA
51,119,NA,NA
51,121,NA,NA
51,125,NA,NA
51,127,NA,NA
51,131,NA,NA
51,133,NA,NA
51,135,NA,NA
51,137,NA,NA
51,139,NA,NA
51,141,NA,NA
51,143,NA,NA
51,145,NA,NA
51,147,NA,NA
51,149,NA,NA
51,153,NA,NA
51,155,NA,NA
51,157,NA,NA
51,159,NA,NA
51,161,NA,NA
51,163,NA,NA
51,165,NA,NA
51,167,NA,NA
51,169,NA,NA
51,171,NA,NA
51,173,NA,NA
51,175,NA,NA
51,177,NA,NA
51,179,NA,NA
51,181,NA,NA
51,183,NA,NA
51,185,NA,NA
51,187,NA,NA
51,191,NA,NA
51,193,NA,NA
51,195,NA,NA
51,197,NA,NA
51,199,NA,NA
51,510,NA,NA
51,520,NA,NA
51,530,NA,NA
51,540,NA,NA
51,550,NA,NA
51,570,NA,NA
51,580,NA,NA
51,590,NA,NA
51,595,NA,NA
51,600,NA,NA
51,610,NA,NA
51,620,NA,NA
51,630,NA,NA
51,640,NA,NA
51,650,NA,NA
51,660,NA,NA
51,670,NA,NA
51,678,NA,NA
51,680,NA,NA
51,683,NA,NA
51,685,NA,NA
51,690,NA,NA
51,700,NA,NA
51,710,NA,NA
51,720,NA,NA
51,730,NA,NA
51,735,NA,NA
51,740,NA,NA
51,750,NA,NA
51,760,1,Richmond
51,770,NA,NA
51,775,NA,NA
51,790,NA,NA
51,800,NA,NA
51,810,NA,NA
51,820,NA,NA
51,830,NA,NA
51,840,NA,NA
53,000,NA,NA
53,001,NA,NA
53,003,NA,NA
53,005,NA,NA
53,007,NA,NA
53,009,NA,NA
53,011,NA,NA
53,013,NA,NA
53,015,NA,NA
53,017,NA,NA
53,019,NA,NA
53,021,NA,NA
53,023,NA,NA
53,025,NA,NA
53,027,NA,NA
53,029,NA,NA
53,031,NA,NA
53,033,NA,NA
53,035,NA,NA
53,037,NA,NA
53,039,NA,NA
53,041,NA,NA
53,043,NA,NA
53,045,NA,NA
53,047,NA,NA
53,049,NA,NA
53,051,NA,NA
53,053,NA,NA
53,055,NA,NA
53,057,NA,NA
53,059,NA,NA
53,061,NA,NA
53,063,NA,NA
53,065,NA,NA
53,067,1,Olympia
53,069,NA,NA
53,071,NA,NA
53,073,NA,NA
53,075,NA,NA
53,077,NA,NA
54,000,NA,NA
54,001,NA,NA
54,003,NA,NA
54,005,NA,NA
54,007,NA,NA
54,009,NA,NA
54,011,NA,NA
54,013,NA,NA
54,015,NA,NA
54,017,NA,NA
54,019,NA,NA
54,021,NA,NA
54,023,NA,NA
54,025,NA,NA
54,027,NA,NA
54,029,NA,NA
54,031,NA,NA
54,033,NA,NA
54,035,NA,NA
54,037,NA,NA
54,039,1,Charleston
54,041,NA,NA
54,043,NA,NA
54,045,NA,NA
54,047,NA,NA
54,049,NA,NA
54,051,NA,NA
54,053,NA,NA
54,055,NA,NA
54,057,NA,NA
54,059,NA,NA
54,061,NA,NA
54,063,NA,NA
54,065,NA,NA
54,067,NA,NA
54,069,NA,NA
54,071,NA,NA
54,073,NA,NA
54,075,NA,NA
54,077,NA,NA
54,079,NA,NA
54,081,NA,NA
54,083,NA,NA
54,085,NA,NA
54,087,NA,NA
54,089,NA,NA
54,091,NA,NA
54,093,NA,NA
54,095,NA,NA
54,097,NA,NA
54,099,NA,NA
54,101,NA,NA
54,103,NA,NA
54,105,NA,NA
54,107,NA,NA
54,109,NA,NA
55,000,NA,NA
55,001,NA,NA
55,003,NA,NA
55,005,NA,NA
55,007,NA,NA
55,009,NA,NA
55,011,NA,NA
55,013,NA,NA
55,015,NA,NA
55,017,NA,NA
55,019,NA,NA
55,021,NA,NA
55,023,NA,NA
55,025,1,Madison
55,027,NA,NA
55,029,NA,NA
55,031,NA,NA
55,033,NA,NA
55,035,NA,NA
55,037,NA,NA
55,039,NA,NA
55,041,NA,NA
55,043,NA,NA
55,045,NA,NA
55,047,NA,NA
55,049,NA,NA
55,051,NA,NA
55,053,NA,NA
55,055,NA,NA
55,057,NA,NA
55,059,NA,NA
55,061,NA,NA
55,063,NA,NA
55,065,NA,NA
55,067,NA,NA
55,069,NA,NA
55,071,NA,NA
55,073,NA,NA
55,075,NA,NA
55,077,NA,NA
55,078,NA,NA
55,079,NA,NA
55,081,NA,NA
55,083,NA,NA
55,085,NA,NA
55,087,NA,NA
55,089,NA,NA
55,091,NA,NA
55,093,NA,NA
55,095,NA,NA
55,097,NA,NA
55,099,NA,NA
55,101,NA,NA
55,103,NA,NA
55,105,NA,NA
55,107,NA,NA
55,109,NA,NA
55,111,NA,NA
55,113,NA,NA
55,115,NA,NA
55,117,NA,NA
55,119,NA,NA
55,121,NA,NA
55,123,NA,NA
55,125,NA,NA
55,127,NA,NA
55,129,NA,NA
55,131,NA,NA
55,133,NA,NA
55,135,NA,NA
55,137,NA,NA
55,139,NA,NA
55,141,NA,NA
56,000,NA,NA
56,001,NA,NA
56,003,NA,NA
56,005,NA,NA
56,007,NA,NA
56,009,NA,NA
56,011,NA,NA
56,013,NA,NA
56,015,NA,NA
56,017,NA,NA
56,019,NA,NA
56,021,1,Cheyenne
56,023,NA,NA
56,025,NA,NA
56,027,NA,NA
56,029,NA,NA
56,031,NA,NA
56,033,NA,NA
56,035,NA,NA
56,037,NA,NA
56,039,NA,NA
56,041,NA,NA
56,043,NA,NA
56,045,NA,NA
