statecode,countycode,v175_rawvalue,v175_cbsa_name
35,031,1,Micropolitan Statistical Area
35,033,1,Micropolitan Statistical Area
35,035,1,Micropolitan Statistical Area
35,037,0,Rural
35,039,1,Micropolitan Statistical Area
35,041,1,Micropolitan Statistical Area
35,043,2,Metropolitan Statistical Area
35,045,2,Metropolitan Statistical Area
35,047,1,Micropolitan Statistical Area
35,049,2,Metropolitan Statistical Area
35,051,0,Rural
35,053,0,Rural
35,055,1,Micropolitan Statistical Area
35,057,2,Metropolitan Statistical Area
35,059,0,Rural
35,061,2,Metropolitan Statistical Area
36,000,NA,NA
36,001,2,Metropolitan Statistical Area
36,003,0,Rural
36,005,2,Metropolitan Statistical Area
36,007,2,Metropolitan Statistical Area
36,009,1,Micropolitan Statistical Area
36,011,1,Micropolitan Statistical Area
36,013,1,Micropolitan Statistical Area
36,015,2,Metropolitan Statistical Area
36,017,0,Rural
36,019,1,Micropolitan Statistical Area
36,021,1,Micropolitan Statistical Area
36,023,1,Micropolitan Statistical Area
36,025,0,Rural
36,027,2,Metropolitan Statistical Area
36,029,2,Metropolitan Statistical Area
36,031,0,Rural
36,033,0,Rural
36,035,1,Micropolitan Statistical Area
36,037,1,Micropolitan Statistical Area
36,039,0,Rural
36,041,0,Rural
36,043,2,Metropolitan Statistical Area
36,045,2,Metropolitan Statistical Area
36,047,2,Metropolitan Statistical Area
36,049,0,Rural
36,051,2,Metropolitan Statistical Area
36,053,2,Metropolitan Statistical Area
36,055,2,Metropolitan Statistical Area
36,057,1,Micropolitan Statistical Area
36,059,2,Metropolitan Statistical Area
36,061,2,Metropolitan Statistical Area
36,063,2,Metropolitan Statistical Area
36,065,2,Metropolitan Statistical Area
36,067,2,Metropolitan Statistical Area
36,069,2,Metropolitan Statistical Area
36,071,2,Metropolitan Statistical Area
36,073,2,Metropolitan Statistical Area
36,075,2,Metropolitan Statistical Area
36,077,1,Micropolitan Statistical Area
36,079,2,Metropolitan Statistical Area
36,081,2,Metropolitan Statistical Area
36,083,2,Metropolitan Statistical Area
36,085,2,Metropolitan Statistical Area
36,087,2,Metropolitan Statistical Area
36,089,1,Micropolitan Statistical Area
36,091,2,Metropolitan Statistical Area
36,093,2,Metropolitan Statistical Area
36,095,2,Metropolitan Statistical Area
36,097,0,Rural
36,099,1,Micropolitan Statistical Area
36,101,1,Micropolitan Statistical Area
36,103,2,Metropolitan Statistical Area
36,105,1,Micropolitan Statistical Area
36,107,2,Metropolitan Statistical Area
36,109,2,Metropolitan Statistical Area
36,111,2,Metropolitan Statistical Area
36,113,2,Metropolitan Statistical Area
36,115,2,Metropolitan Statistical Area
36,117,2,Metropolitan Statistical Area
36,119,2,Metropolitan Statistical Area
36,121,0,Rural
36,123,0,Rural
37,000,NA,NA
37,001,2,Metropolitan Statistical Area
37,003,2,Metropolitan Statistical Area
37,005,0,Rural
37,007,2,Metropolitan Statistical Area
37,009,0,Rural
37,011,0,Rural
37,013,1,Micropolitan Statistical Area
37,015,0,Rural
37,017,0,Rural
37,019,2,Metropolitan Statistical Area
37,021,2,Metropolitan Statistical Area
37,023,2,Metropolitan Statistical Area
37,025,2,Metropolitan Statistical Area
37,027,2,Metropolitan Statistical Area
37,029,2,Metropolitan Statistical Area
37,031,1,Micropolitan Statistical Area
37,033,0,Rural
37,035,2,Metropolitan Statistical Area
37,037,2,Metropolitan Statistical Area
37,039,0,Rural
37,041,0,Rural
37,043,0,Rural
37,045,1,Micropolitan Statistical Area
37,047,0,Rural
37,049,1,Micropolitan Statistical Area
37,051,2,Metropolitan Statistical Area
37,053,2,Metropolitan Statistical Area
37,055,1,Micropolitan Statistical Area
37,057,2,Metropolitan Statistical Area
37,059,2,Metropolitan Statistical Area
37,061,0,Rural
37,063,2,Metropolitan Statistical Area
37,065,2,Metropolitan Statistical Area
37,067,2,Metropolitan Statistical Area
37,069,2,Metropolitan Statistical Area
37,071,2,Metropolitan Statistical Area
37,073,2,Metropolitan Statistical Area
37,075,0,Rural
37,077,0,Rural
37,079,0,Rural
37,081,2,Metropolitan Statistical Area
37,083,1,Micropolitan Statistical Area
37,085,1,Micropolitan Statistical Area
37,087,1,Micropolitan Statistical Area
37,089,2,Metropolitan Statistical Area
37,091,0,Rural
37,093,2,Metropolitan Statistical Area
37,095,0,Rural
37,097,2,Metropolitan Statistical Area
37,099,0,Rural
37,101,2,Metropolitan Statistical Area
37,103,1,Micropolitan Statistical Area
37,105,1,Micropolitan Statistical Area
37,107,1,Micropolitan Statistical Area
37,109,2,Metropolitan Statistical Area
37,111,1,Micropolitan Statistical Area
37,113,0,Rural
37,115,2,Metropolitan Statistical Area
37,117,0,Rural
37,119,2,Metropolitan Statistical Area
37,121,0,Rural
37,123,0,Rural
37,125,2,Metropolitan Statistical Area
37,127,2,Metropolitan Statistical Area
37,129,2,Metropolitan Statistical Area
37,131,1,Micropolitan Statistical Area
37,133,2,Metropolitan Statistical Area
37,135,2,Metropolitan Statistical Area
37,137,1,Micropolitan Statistical Area
37,139,1,Micropolitan Statistical Area
37,141,2,Metropolitan Statistical Area
37,143,0,Rural
37,145,2,Metropolitan Statistical Area
37,147,2,Metropolitan Statistical Area
37,149,0,Rural
37,151,2,Metropolitan Statistical Area
37,153,1,Micropolitan Statistical Area
37,155,1,Micropolitan Statistical Area
37,157,2,Metropolitan Statistical Area
37,159,2,Metropolitan Statistical Area
37,161,1,Micropolitan Statistical Area
37,163,0,Rural
37,165,1,Micropolitan Statistical Area
37,167,1,Micropolitan Statistical Area
37,169,2,Metropolitan Statistical Area
37,171,1,Micropolitan Statistical Area
37,173,0,Rural
37,175,1,Micropolitan Statistical Area
37,177,0,Rural
37,179,2,Metropolitan Statistical Area
37,181,1,Micropolitan Statistical Area
37,183,2,Metropolitan Statistical Area
37,185,0,Rural
37,187,0,Rural
37,189,1,Micropolitan Statistical Area
37,191,2,Metropolitan Statistical Area
37,193,1,Micropolitan Statistical Area
37,195,1,Micropolitan Statistical Area
37,197,2,Metropolitan Statistical Area
37,199,0,Rural
38,000,NA,NA
38,001,0,Rural
38,003,0,Rural
38,005,0,Rural
38,007,1,Micropolitan Statistical Area
38,009,0,Rural
38,011,0,Rural
38,013,0,Rural
38,015,2,Metropolitan Statistical Area
38,017,2,Metropolitan Statistical Area
38,019,0,Rural
38,021,0,Rural
38,023,0,Rural
38,025,1,Micropolitan Statistical Area
38,027,0,Rural
38,029,0,Rural
38,031,0,Rural
38,033,0,Rural
38,035,2,Metropolitan Statistical Area
38,037,0,Rural
38,039,0,Rural
38,041,0,Rural
38,043,0,Rural
38,045,0,Rural
38,047,0,Rural
38,049,2,Metropolitan Statistical Area
38,051,0,Rural
38,053,0,Rural
38,055,0,Rural
38,057,0,Rural
38,059,2,Metropolitan Statistical Area
38,061,0,Rural
38,063,0,Rural
38,065,2,Metropolitan Statistical Area
38,067,0,Rural
38,069,0,Rural
38,071,0,Rural
38,073,0,Rural
38,075,2,Metropolitan Statistical Area
38,077,1,Micropolitan Statistical Area
38,079,0,Rural
38,081,0,Rural
38,083,0,Rural
38,085,0,Rural
38,087,0,Rural
38,089,1,Micropolitan Statistical Area
38,091,0,Rural
38,093,1,Micropolitan Statistical Area
38,095,0,Rural
38,097,0,Rural
38,099,0,Rural
38,101,2,Metropolitan Statistical Area
38,103,0,Rural
38,105,1,Micropolitan Statistical Area
39,000,NA,NA
39,001,0,Rural
39,003,2,Metropolitan Statistical Area
39,005,1,Micropolitan Statistical Area
39,007,2,Metropolitan Statistical Area
39,009,1,Micropolitan Statistical Area
39,011,1,Micropolitan Statistical Area
39,013,2,Metropolitan Statistical Area
39,015,2,Metropolitan Statistical Area
39,017,2,Metropolitan Statistical Area
39,019,2,Metropolitan Statistical Area
39,021,1,Micropolitan Statistical Area
39,023,2,Metropolitan Statistical Area
39,025,2,Metropolitan Statistical Area
39,027,1,Micropolitan Statistical Area
39,029,1,Micropolitan Statistical Area
39,031,1,Micropolitan Statistical Area
39,033,1,Micropolitan Statistical Area
39,035,2,Metropolitan Statistical Area
39,037,1,Micropolitan Statistical Area
39,039,1,Micropolitan Statistical Area
39,041,2,Metropolitan Statistical Area
39,043,2,Metropolitan Statistical Area
39,045,2,Metropolitan Statistical Area
39,047,1,Micropolitan Statistical Area
39,049,2,Metropolitan Statistical Area
39,051,2,Metropolitan Statistical Area
39,053,1,Micropolitan Statistical Area
39,055,2,Metropolitan Statistical Area
39,057,2,Metropolitan Statistical Area
39,059,1,Micropolitan Statistical Area
39,061,2,Metropolitan Statistical Area
39,063,1,Micropolitan Statistical Area
39,065,0,Rural
39,067,0,Rural
39,069,0,Rural
39,071,0,Rural
39,073,2,Metropolitan Statistical Area
39,075,0,Rural
39,077,1,Micropolitan Statistical Area
39,079,0,Rural
39,081,2,Metropolitan Statistical Area
39,083,1,Micropolitan Statistical Area
39,085,2,Metropolitan Statistical Area
39,087,2,Metropolitan Statistical Area
39,089,2,Metropolitan Statistical Area
39,091,1,Micropolitan Statistical Area
39,093,2,Metropolitan Statistical Area
39,095,2,Metropolitan Statistical Area
39,097,2,Metropolitan Statistical Area
39,099,2,Metropolitan Statistical Area
39,101,1,Micropolitan Statistical Area
39,103,2,Metropolitan Statistical Area
39,105,0,Rural
39,107,1,Micropolitan Statistical Area
39,109,2,Metropolitan Statistical Area
39,111,0,Rural
39,113,2,Metropolitan Statistical Area
39,115,0,Rural
39,117,2,Metropolitan Statistical Area
39,119,1,Micropolitan Statistical Area
39,121,0,Rural
39,123,2,Metropolitan Statistical Area
39,125,0,Rural
39,127,2,Metropolitan Statistical Area
39,129,2,Metropolitan Statistical Area
39,131,0,Rural
39,133,2,Metropolitan Statistical Area
39,135,0,Rural
39,137,0,Rural
39,139,2,Metropolitan Statistical Area
39,141,1,Micropolitan Statistical Area
39,143,1,Micropolitan Statistical Area
39,145,1,Micropolitan Statistical Area
39,147,1,Micropolitan Statistical Area
39,149,1,Micropolitan Statistical Area
39,151,2,Metropolitan Statistical Area
39,153,2,Metropolitan Statistical Area
39,155,2,Metropolitan Statistical Area
39,157,1,Micropolitan Statistical Area
39,159,2,Metropolitan Statistical Area
39,161,1,Micropolitan Statistical Area
39,163,0,Rural
39,165,2,Metropolitan Statistical Area
39,167,1,Micropolitan Statistical Area
39,169,1,Micropolitan Statistical Area
39,171,0,Rural
39,173,2,Metropolitan Statistical Area
39,175,0,Rural
40,000,NA,NA
40,001,0,Rural
40,003,0,Rural
40,005,0,Rural
40,007,0,Rural
40,009,1,Micropolitan Statistical Area
40,011,0,Rural
40,013,1,Micropolitan Statistical Area
40,015,0,Rural
40,017,2,Metropolitan Statistical Area
40,019,1,Micropolitan Statistical Area
40,021,1,Micropolitan Statistical Area
40,023,0,Rural
40,025,0,Rural
40,027,2,Metropolitan Statistical Area
40,029,0,Rural
40,031,2,Metropolitan Statistical Area
40,033,2,Metropolitan Statistical Area
40,035,0,Rural
40,037,2,Metropolitan Statistical Area
40,039,1,Micropolitan Statistical Area
40,041,0,Rural
40,043,0,Rural
40,045,0,Rural
40,047,2,Metropolitan Statistical Area
40,049,0,Rural
40,051,2,Metropolitan Statistical Area
40,053,0,Rural
40,055,0,Rural
40,057,0,Rural
40,059,0,Rural
40,061,0,Rural
40,063,0,Rural
40,065,1,Micropolitan Statistical Area
40,067,0,Rural
40,069,0,Rural
40,071,1,Micropolitan Statistical Area
40,073,0,Rural
40,075,0,Rural
40,077,0,Rural
40,079,0,Rural
40,081,2,Metropolitan Statistical Area
40,083,2,Metropolitan Statistical Area
40,085,0,Rural
40,087,2,Metropolitan Statistical Area
40,089,0,Rural
40,091,0,Rural
40,093,0,Rural
40,095,0,Rural
40,097,0,Rural
40,099,0,Rural
40,101,1,Micropolitan Statistical Area
40,103,0,Rural
40,105,0,Rural
40,107,0,Rural
40,109,2,Metropolitan Statistical Area
40,111,2,Metropolitan Statistical Area
40,113,2,Metropolitan Statistical Area
40,115,1,Micropolitan Statistical Area
40,117,2,Metropolitan Statistical Area
40,119,1,Micropolitan Statistical Area
40,121,1,Micropolitan Statistical Area
40,123,1,Micropolitan Statistical Area
40,125,1,Micropolitan Statistical Area
40,127,0,Rural
40,129,0,Rural
40,131,2,Metropolitan Statistical Area
40,133,0,Rural
40,135,2,Metropolitan Statistical Area
40,137,1,Micropolitan Statistical Area
40,139,1,Micropolitan Statistical Area
40,141,0,Rural
40,143,2,Metropolitan Statistical Area
40,145,2,Metropolitan Statistical Area
40,147,1,Micropolitan Statistical Area
40,149,1,Micropolitan Statistical Area
40,151,0,Rural
40,153,1,Micropolitan Statistical Area
41,000,NA,NA
41,001,1,Micropolitan Statistical Area
41,003,2,Metropolitan Statistical Area
41,005,2,Metropolitan Statistical Area
41,007,1,Micropolitan Statistical Area
41,009,2,Metropolitan Statistical Area
41,011,1,Micropolitan Statistical Area
41,013,2,Metropolitan Statistical Area
41,015,1,Micropolitan Statistical Area
41,017,2,Metropolitan Statistical Area
41,019,1,Micropolitan Statistical Area
41,021,0,Rural
41,023,0,Rural
41,025,0,Rural
41,027,1,Micropolitan Statistical Area
41,029,2,Metropolitan Statistical Area
41,031,2,Metropolitan Statistical Area
41,033,2,Metropolitan Statistical Area
41,035,1,Micropolitan Statistical Area
41,037,0,Rural
41,039,2,Metropolitan Statistical Area
41,041,1,Micropolitan Statistical Area
41,043,2,Metropolitan Statistical Area
41,045,1,Micropolitan Statistical Area
41,047,2,Metropolitan Statistical Area
41,049,1,Micropolitan Statistical Area
41,051,2,Metropolitan Statistical Area
41,053,2,Metropolitan Statistical Area
41,055,0,Rural
41,057,0,Rural
41,059,1,Micropolitan Statistical Area
41,061,1,Micropolitan Statistical Area
41,063,0,Rural
41,065,1,Micropolitan Statistical Area
41,067,2,Metropolitan Statistical Area
41,069,0,Rural
41,071,2,Metropolitan Statistical Area
42,000,NA,NA
42,001,2,Metropolitan Statistical Area
42,003,2,Metropolitan Statistical Area
42,005,2,Metropolitan Statistical Area
42,007,2,Metropolitan Statistical Area
42,009,0,Rural
42,011,2,Metropolitan Statistical Area
42,013,2,Metropolitan Statistical Area
42,015,1,Micropolitan Statistical Area
42,017,2,Metropolitan Statistical Area
42,019,2,Metropolitan Statistical Area
42,021,2,Metropolitan Statistical Area
42,023,0,Rural
42,025,2,Metropolitan Statistical Area
42,027,2,Metropolitan Statistical Area
42,029,2,Metropolitan Statistical Area
42,031,0,Rural
42,033,1,Micropolitan Statistical Area
42,035,1,Micropolitan Statistical Area
42,037,1,Micropolitan Statistical Area
42,039,1,Micropolitan Statistical Area
42,041,2,Metropolitan Statistical Area
42,043,2,Metropolitan Statistical Area
42,045,2,Metropolitan Statistical Area
42,047,1,Micropolitan Statistical Area
42,049,2,Metropolitan Statistical Area
42,051,2,Metropolitan Statistical Area
42,053,0,Rural
42,055,2,Metropolitan Statistical Area
42,057,0,Rural
42,059,0,Rural
42,061,1,Micropolitan Statistical Area
42,063,1,Micropolitan Statistical Area
42,065,0,Rural
42,067,0,Rural
42,069,2,Metropolitan Statistical Area
42,071,2,Metropolitan Statistical Area
42,073,2,Metropolitan Statistical Area
42,075,2,Metropolitan Statistical Area
42,077,2,Metropolitan Statistical Area
42,079,2,Metropolitan Statistical Area
42,081,2,Metropolitan Statistical Area
42,083,1,Micropolitan Statistical Area
42,085,1,Micropolitan Statistical Area
42,087,1,Micropolitan Statistical Area
42,089,1,Micropolitan Statistical Area
42,091,2,Metropolitan Statistical Area
42,093,1,Micropolitan Statistical Area
42,095,2,Metropolitan Statistical Area
42,097,1,Micropolitan Statistical Area
42,099,2,Metropolitan Statistical Area
42,101,2,Metropolitan Statistical Area
42,103,1,Micropolitan Statistical Area
42,105,0,Rural
42,107,1,Micropolitan Statistical Area
42,109,1,Micropolitan Statistical Area
42,111,1,Micropolitan Statistical Area
42,113,0,Rural
42,115,0,Rural
42,117,0,Rural
42,119,1,Micropolitan Statistical Area
42,121,1,Micropolitan Statistical Area
42,123,1,Micropolitan Statistical Area
42,125,2,Metropolitan Statistical Area
42,127,0,Rural
42,129,2,Metropolitan Statistical Area
42,131,2,Metropolitan Statistical Area
42,133,2,Metropolitan Statistical Area
44,000,NA,NA
44,001,2,Metropolitan Statistical Area
44,003,2,Metropolitan Statistical Area
44,005,2,Metropolitan Statistical Area
44,007,2,Metropolitan Statistical Area
44,009,2,Metropolitan Statistical Area
45,000,NA,NA
45,001,1,Micropolitan Statistical Area
45,003,2,Metropolitan Statistical Area
45,005,0,Rural
45,007,2,Metropolitan Statistical Area
45,009,0,Rural
45,011,0,Rural
45,013,2,Metropolitan Statistical Area
45,015,2,Metropolitan Statistical Area
45,017,2,Metropolitan Statistical Area
45,019,2,Metropolitan Statistical Area
45,021,1,Micropolitan Statistical Area
45,023,2,Metropolitan Statistical Area
45,025,0,Rural
45,027,0,Rural
45,029,0,Rural
45,031,2,Metropolitan Statistical Area
45,033,0,Rural
45,035,2,Metropolitan Statistical Area
45,037,2,Metropolitan Statistical Area
45,039,2,Metropolitan Statistical Area
45,041,2,Metropolitan Statistical Area
45,043,1,Micropolitan Statistical Area
45,045,2,Metropolitan Statistical Area
45,047,1,Micropolitan Statistical Area
45,049,0,Rural
45,051,2,Metropolitan Statistical Area
45,053,2,Metropolitan Statistical Area
45,055,2,Metropolitan Statistical Area
45,057,2,Metropolitan Statistical Area
45,059,2,Metropolitan Statistical Area
45,061,0,Rural
45,063,2,Metropolitan Statistical Area
45,065,0,Rural
45,067,0,Rural
45,069,0,Rural
45,071,1,Micropolitan Statistical Area
45,073,1,Micropolitan Statistical Area
45,075,1,Micropolitan Statistical Area
45,077,2,Metropolitan Statistical Area
45,079,2,Metropolitan Statistical Area
45,081,2,Metropolitan Statistical Area
45,083,2,Metropolitan Statistical Area
45,085,2,Metropolitan Statistical Area
45,087,2,Metropolitan Statistical Area
45,089,0,Rural
45,091,2,Metropolitan Statistical Area
46,000,NA,NA
46,003,0,Rural
46,005,1,Micropolitan Statistical Area
46,007,0,Rural
46,009,0,Rural
46,011,1,Micropolitan Statistical Area
46,013,1,Micropolitan Statistical Area
46,015,0,Rural
46,017,0,Rural
46,019,0,Rural
46,021,0,Rural
46,023,0,Rural
46,025,0,Rural
46,027,1,Micropolitan Statistical Area
46,029,1,Micropolitan Statistical Area
46,031,0,Rural
46,033,2,Metropolitan Statistical Area
46,035,1,Micropolitan Statistical Area
46,037,0,Rural
46,039,0,Rural
46,041,0,Rural
46,043,0,Rural
46,045,1,Micropolitan Statistical Area
46,047,0,Rural
46,049,0,Rural
46,051,0,Rural
46,053,0,Rural
46,055,0,Rural
46,057,0,Rural
46,059,0,Rural
46,061,1,Micropolitan Statistical Area
46,063,0,Rural
46,065,1,Micropolitan Statistical Area
46,067,0,Rural
46,069,0,Rural
46,071,0,Rural
46,073,0,Rural
46,075,0,Rural
46,077,0,Rural
46,079,0,Rural
46,081,1,Micropolitan Statistical Area
46,083,2,Metropolitan Statistical Area
46,085,0,Rural
46,087,2,Metropolitan Statistical Area
46,089,0,Rural
46,091,0,Rural
46,093,2,Metropolitan Statistical Area
46,095,0,Rural
46,097,0,Rural
46,099,2,Metropolitan Statistical Area
46,101,0,Rural
46,102,0,Rural
46,103,2,Metropolitan Statistical Area
46,105,0,Rural
46,107,0,Rural
46,109,0,Rural
46,111,1,Micropolitan Statistical Area
46,115,0,Rural
46,117,1,Micropolitan Statistical Area
46,119,0,Rural
46,121,0,Rural
46,123,0,Rural
46,125,2,Metropolitan Statistical Area
46,127,2,Metropolitan Statistical Area
46,129,0,Rural
46,135,1,Micropolitan Statistical Area
46,137,0,Rural
47,000,NA,NA
47,001,2,Metropolitan Statistical Area
47,003,1,Micropolitan Statistical Area
47,005,0,Rural
47,007,0,Rural
47,009,2,Metropolitan Statistical Area
47,011,2,Metropolitan Statistical Area
47,013,2,Metropolitan Statistical Area
47,015,2,Metropolitan Statistical Area
47,017,0,Rural
47,019,2,Metropolitan Statistical Area
47,021,2,Metropolitan Statistical Area
47,023,2,Metropolitan Statistical Area
47,025,0,Rural
47,027,0,Rural
47,029,1,Micropolitan Statistical Area
47,031,1,Micropolitan Statistical Area
47,033,2,Metropolitan Statistical Area
47,035,1,Micropolitan Statistical Area
47,037,2,Metropolitan Statistical Area
47,039,0,Rural
47,041,0,Rural
47,043,2,Metropolitan Statistical Area
47,045,1,Micropolitan Statistical Area
47,047,2,Metropolitan Statistical Area
47,049,0,Rural
47,051,1,Micropolitan Statistical Area
47,053,2,Metropolitan Statistical Area
47,055,0,Rural
47,057,2,Metropolitan Statistical Area
47,059,1,Micropolitan Statistical Area
47,061,0,Rural
47,063,2,Metropolitan Statistical Area
47,065,2,Metropolitan Statistical Area
47,067,0,Rural
47,069,0,Rural
47,071,0,Rural
47,073,2,Metropolitan Statistical Area
47,075,0,Rural
47,077,0,Rural
47,079,1,Micropolitan Statistical Area
47,081,2,Metropolitan Statistical Area
47,083,0,Rural
47,085,0,Rural
47,087,1,Micropolitan Statistical Area
47,089,2,Metropolitan Statistical Area
47,091,0,Rural
47,093,2,Metropolitan Statistical Area
47,095,0,Rural
47,097,0,Rural
47,099,1,Micropolitan Statistical Area
47,101,0,Rural
47,103,1,Micropolitan Statistical Area
47,105,2,Metropolitan Statistical Area
47,107,1,Micropolitan Statistical Area
47,109,0,Rural
47,111,2,Metropolitan Statistical Area
47,113,2,Metropolitan Statistical Area
47,115,2,Metropolitan Statistical Area
47,117,1,Micropolitan Statistical Area
47,119,2,Metropolitan Statistical Area
47,121,1,Micropolitan Statistical Area
47,123,0,Rural
47,125,2,Metropolitan Statistical Area
47,127,1,Micropolitan Statistical Area
47,129,2,Metropolitan Statistical Area
47,131,1,Micropolitan Statistical Area
47,133,1,Micropolitan Statistical Area
47,135,0,Rural
47,137,0,Rural
47,139,2,Metropolitan Statistical Area
47,141,1,Micropolitan Statistical Area
47,143,0,Rural
47,145,2,Metropolitan Statistical Area
47,147,2,Metropolitan Statistical Area
47,149,2,Metropolitan Statistical Area
47,151,0,Rural
47,153,2,Metropolitan Statistical Area
47,155,1,Micropolitan Statistical Area
47,157,2,Metropolitan Statistical Area
47,159,2,Metropolitan Statistical Area
47,161,2,Metropolitan Statistical Area
47,163,2,Metropolitan Statistical Area
47,165,2,Metropolitan Statistical Area
47,167,2,Metropolitan Statistical Area
47,169,2,Metropolitan Statistical Area
47,171,2,Metropolitan Statistical Area
47,173,2,Metropolitan Statistical Area
47,175,0,Rural
47,177,1,Micropolitan Statistical Area
47,179,2,Metropolitan Statistical Area
47,181,0,Rural
47,183,1,Micropolitan Statistical Area
47,185,1,Micropolitan Statistical Area
47,187,2,Metropolitan Statistical Area
47,189,2,Metropolitan Statistical Area
48,000,NA,NA
48,001,1,Micropolitan Statistical Area
48,003,1,Micropolitan Statistical Area
48,005,1,Micropolitan Statistical Area
48,007,2,Metropolitan Statistical Area
48,009,2,Metropolitan Statistical Area
48,011,2,Metropolitan Statistical Area
48,013,2,Metropolitan Statistical Area
48,015,2,Metropolitan Statistical Area
48,017,0,Rural
48,019,2,Metropolitan Statistical Area
48,021,2,Metropolitan Statistical Area
48,023,0,Rural
48,025,1,Micropolitan Statistical Area
48,027,2,Metropolitan Statistical Area
48,029,2,Metropolitan Statistical Area
48,031,0,Rural
48,033,0,Rural
48,035,2,Metropolitan Statistical Area
48,037,2,Metropolitan Statistical Area
48,039,2,Metropolitan Statistical Area
48,041,2,Metropolitan Statistical Area
48,043,0,Rural
48,045,0,Rural
48,047,1,Micropolitan Statistical Area
48,049,1,Micropolitan Statistical Area
48,051,2,Metropolitan Statistical Area
48,053,0,Rural
48,055,2,Metropolitan Statistical Area
48,057,1,Micropolitan Statistical Area
48,059,2,Metropolitan Statistical Area
48,061,2,Metropolitan Statistical Area
48,063,1,Micropolitan Statistical Area
48,065,2,Metropolitan Statistical Area
48,067,0,Rural
48,069,0,Rural
48,071,2,Metropolitan Statistical Area
48,073,1,Micropolitan Statistical Area
48,075,0,Rural
48,077,2,Metropolitan Statistical Area
48,079,2,Metropolitan Statistical Area
48,081,0,Rural
48,083,0,Rural
48,085,2,Metropolitan Statistical Area
48,087,0,Rural
48,089,0,Rural
48,091,2,Metropolitan Statistical Area
48,093,0,Rural
48,095,0,Rural
48,097,1,Micropolitan Statistical Area
48,099,2,Metropolitan Statistical Area
48,101,0,Rural
48,103,0,Rural
48,105,0,Rural
48,107,2,Metropolitan Statistical Area
48,109,0,Rural
48,111,0,Rural
48,113,2,Metropolitan Statistical Area
48,115,0,Rural
48,117,1,Micropolitan Statistical Area
48,119,0,Rural
48,121,2,Metropolitan Statistical Area
48,123,0,Rural
48,125,0,Rural
48,127,0,Rural
48,129,0,Rural
48,131,0,Rural
48,133,0,Rural
48,135,2,Metropolitan Statistical Area
48,137,0,Rural
48,139,2,Metropolitan Statistical Area
48,141,2,Metropolitan Statistical Area
48,143,1,Micropolitan Statistical Area
48,145,2,Metropolitan Statistical Area
48,147,1,Micropolitan Statistical Area
48,149,0,Rural
48,151,0,Rural
48,153,1,Micropolitan Statistical Area
48,155,0,Rural
48,157,2,Metropolitan Statistical Area
48,159,0,Rural
48,161,0,Rural
48,163,0,Rural
48,165,0,Rural
48,167,2,Metropolitan Statistical Area
48,169,2,Metropolitan Statistical Area
48,171,1,Micropolitan Statistical Area
48,173,0,Rural
48,175,2,Metropolitan Statistical Area
48,177,0,Rural
48,179,1,Micropolitan Statistical Area
48,181,2,Metropolitan Statistical Area
48,183,2,Metropolitan Statistical Area
48,185,0,Rural
48,187,2,Metropolitan Statistical Area
48,189,1,Micropolitan Statistical Area
48,191,0,Rural
48,193,0,Rural
48,195,0,Rural
48,197,0,Rural
48,199,2,Metropolitan Statistical Area
48,201,2,Metropolitan Statistical Area
48,203,2,Metropolitan Statistical Area
48,205,0,Rural
48,207,0,Rural
48,209,2,Metropolitan Statistical Area
48,211,0,Rural
48,213,1,Micropolitan Statistical Area
48,215,2,Metropolitan Statistical Area
48,217,0,Rural
48,219,2,Metropolitan Statistical Area
48,221,1,Micropolitan Statistical Area
48,223,1,Micropolitan Statistical Area
48,225,0,Rural
48,227,1,Micropolitan Statistical Area
48,229,2,Metropolitan Statistical Area
48,231,2,Metropolitan Statistical Area
48,233,1,Micropolitan Statistical Area
48,235,2,Metropolitan Statistical Area
48,237,0,Rural
48,239,0,Rural
48,241,0,Rural
48,243,0,Rural
48,245,2,Metropolitan Statistical Area
48,247,0,Rural
48,249,1,Micropolitan Statistical Area
48,251,2,Metropolitan Statistical Area
48,253,2,Metropolitan Statistical Area
48,255,0,Rural
48,257,2,Metropolitan Statistical Area
48,259,2,Metropolitan Statistical Area
48,261,0,Rural
48,263,0,Rural
48,265,1,Micropolitan Statistical Area
48,267,0,Rural
48,269,0,Rural
48,271,0,Rural
48,273,1,Micropolitan Statistical Area
48,275,0,Rural
48,277,1,Micropolitan Statistical Area
48,279,0,Rural
48,281,2,Metropolitan Statistical Area
48,283,0,Rural
48,285,0,Rural
48,287,0,Rural
48,289,0,Rural
48,291,2,Metropolitan Statistical Area
48,293,0,Rural
48,295,0,Rural
48,297,0,Rural
48,299,0,Rural
48,301,0,Rural
48,303,2,Metropolitan Statistical Area
48,305,2,Metropolitan Statistical Area
48,307,0,Rural
48,309,2,Metropolitan Statistical Area
48,311,0,Rural
48,313,0,Rural
48,315,0,Rural
48,317,2,Metropolitan Statistical Area
48,319,0,Rural
48,321,1,Micropolitan Statistical Area
48,323,2,Metropolitan Statistical Area
48,325,2,Metropolitan Statistical Area
48,327,0,Rural
48,329,2,Metropolitan Statistical Area
48,331,0,Rural
48,333,0,Rural
48,335,0,Rural
48,337,0,Rural
48,339,2,Metropolitan Statistical Area
48,341,1,Micropolitan Statistical Area
48,343,1,Micropolitan Statistical Area
48,345,0,Rural
48,347,1,Micropolitan Statistical Area
48,349,1,Micropolitan Statistical Area
